,name,mse,mae,r2
0,RF_train,6.627945779203471e-08,0.0003046551406446459,0.9999989101329165
1,RF_test,0.041875326583880455,1.6380970848999952,0.7832290118729344
2,RF_val,0.07957964486955435,2.3256559221566975,0.8342129222119892
3,XG_train,1.1194131397121156e-07,0.0017434668509115645,0.9999983539933345
4,XG_test,0.035655194508591774,1.6189969103769528,0.8566814275382151
5,XG_val,0.08005917772177645,2.2727161659636037,0.8347061386705668
6,融合模型_train,1.1330150846605336e-07,0.0009241273932891166,0.9999983511433033
7,融合模型_test,0.038203322931901165,1.5961268543583698,0.7899916701983203
8,融合模型_val,0.079431838209805,2.3408656130546603,0.8215600525843436
