,name,mse,mae,r2
0,RF_train,2.3998839501807043e-10,3.200392835642774e-05,0.9999989278908199
1,RF_test,0.00013958103411108858,0.0943665073884595,0.8468321177545767
2,RF_val,0.0001244162859006868,0.08768486272051125,0.8847415662469651
3,XG_train,2.045854081460393e-08,0.001134320052067661,0.9999164670099723
4,XG_test,0.00019037750138698885,0.10811411686782847,0.8455199785063151
5,XG_val,0.00014867786781366793,0.10274265845712147,0.9142252236740305
6,融合模型_train,1.906350252608717e-09,0.00034574668944065877,0.9999918889940868
7,融合模型_test,0.0001517098298255707,0.09612493414136204,0.8497508736415107
8,融合模型_val,0.00012028875819461202,0.08767828275764603,0.8787782174292802
