,name,mse,mae,r2
0,RF_train,2.735681388463502e-10,2.873353682111279e-05,0.9999987107322619
1,RF_test,7.723766460560062e-05,0.07408642770598772,0.8436889771514029
2,RF_val,8.252373962727487e-05,0.07570802103625103,0.8633640557470308
3,XG_train,2.489873169424636e-08,0.0012935787470711815,0.9998277474775792
4,XG_test,9.472358792815995e-05,0.07759234544684598,0.87808285429462
5,XG_val,9.0155746863511e-05,0.08435299574109553,0.7879981722052043
6,融合模型_train,1.532461669930251e-09,0.00031348199828850433,0.9999880347858316
7,融合模型_test,7.696522354064637e-05,0.0742369333482685,0.8538784471536002
8,融合模型_val,8.061003562596663e-05,0.07516079472674744,0.8456393016799189
